price,bedrooms,bathrooms,m2_living,m2_lot,floors,waterfront,condition,grade,m2_basement,yr_built,yr_renovated,zip,lat,long
1240000,5,3.0,260,690,2.0,0,3,9,34,1923,0,98105,47.6579,-122.277
590300,3,1.5,135,662,2.0,0,4,7,0,1907,0,98118,47.5602,-122.28
185000,1,1.0,66,460,1.0,0,4,6,0,1908,0,98118,47.5289,-122.272
1445000,4,3.5,319,789,2.0,0,3,11,89,2007,0,98199,47.6433,-122.40299999999999
420550,4,2.0,126,745,1.0,0,2,7,0,1947,0,98155,47.748999999999995,-122.31200000000001
603000,4,2.25,218,1041,1.0,0,3,8,75,1968,0,98155,47.7684,-122.289
345000,3,1.0,128,243,1.5,0,3,7,15,1903,0,98122,47.6078,-122.307
650000,3,2.0,169,283,1.0,0,5,7,85,1928,0,98103,47.6894,-122.35
309950,2,2.25,134,148,2.0,0,3,8,0,2007,0,98106,47.5395,-122.369
590000,4,1.5,205,470,1.5,0,3,7,83,1918,0,98115,47.6996,-122.31
863500,4,3.0,299,254,2.5,0,3,8,76,1905,2007,98122,47.6104,-122.303
517500,3,1.0,109,644,1.0,0,3,7,0,1943,0,98199,47.6453,-122.40299999999999
700000,3,3.0,192,684,1.5,0,5,7,74,1922,0,98103,47.6891,-122.331
699000,3,2.5,237,750,1.0,0,3,10,45,1956,1997,98177,47.7259,-122.361
543000,3,2.5,192,703,1.0,0,3,7,67,1962,2014,98133,47.7369,-122.338
337500,3,1.0,94,552,1.5,0,3,7,0,1900,0,98108,47.5254,-122.318
290000,4,1.0,93,662,1.5,0,3,6,0,1947,0,98155,47.742,-122.325
300000,2,1.0,75,354,1.0,0,4,6,0,1916,0,98133,47.7049,-122.34899999999999
390000,4,2.25,282,729,1.0,0,3,7,141,1965,0,98178,47.4879,-122.245
1058800,6,2.75,274,1840,1.0,0,3,8,78,1965,0,98177,47.7599,-122.375
375000,3,2.5,213,530,1.0,0,3,7,77,1987,0,98178,47.504,-122.24799999999999
450000,4,1.75,201,1070,1.0,0,4,8,16,1956,0,98146,47.4979,-122.363
525000,3,1.75,147,563,1.5,0,3,7,0,1924,0,98115,47.6847,-122.291
382000,4,1.0,160,405,1.5,0,3,7,0,1924,0,98122,47.6058,-122.3
575000,2,1.0,139,371,1.5,0,3,8,18,1935,0,98199,47.6371,-122.39299999999999
626700,3,1.5,130,331,1.0,0,3,7,0,1906,0,98109,47.6402,-122.35700000000001
352000,4,1.5,132,799,1.5,0,3,7,0,1922,0,98178,47.501999999999995,-122.228
340000,8,2.75,257,616,1.0,0,3,7,121,1977,0,98133,47.7565,-122.331
650000,4,2.5,199,289,1.0,0,3,7,99,1940,0,98103,47.6662,-122.338
471000,4,1.75,162,529,1.0,0,5,7,63,1962,0,98126,47.5521,-122.37299999999999
287000,2,1.0,86,635,1.0,0,3,7,0,1952,0,98178,47.506,-122.242
499922,3,2.0,134,276,1.0,0,4,7,48,1990,0,98117,47.681999999999995,-122.365
445000,3,1.75,194,442,1.0,0,3,8,83,1956,0,98108,47.567,-122.318
1039000,4,2.25,252,1044,1.0,0,5,10,70,1953,0,98125,47.7117,-122.27799999999999
346000,2,1.0,98,202,1.0,0,4,7,17,1917,0,98144,47.5726,-122.30799999999999
450000,3,2.0,155,450,2.0,0,3,7,46,1940,0,98118,47.5536,-122.286
2400000,4,3.5,539,662,2.0,0,5,10,200,1907,0,98112,47.6287,-122.287
1695000,5,3.0,305,493,2.0,0,3,9,0,2004,0,98103,47.6542,-122.331
275000,2,1.0,77,368,1.0,0,3,6,0,1942,0,98108,47.5531,-122.307
421500,3,1.5,91,414,1.0,0,5,7,0,1948,0,98122,47.6051,-122.29799999999999
287000,4,2.0,123,753,1.0,0,4,7,0,1942,0,98146,47.4905,-122.34299999999999
337500,2,1.0,120,619,1.0,0,3,7,0,1950,0,98116,47.5697,-122.395
575000,3,2.25,156,307,1.5,0,3,7,55,1924,0,98117,47.6784,-122.361
510000,4,2.5,169,718,1.0,0,3,8,55,1972,0,98177,47.7762,-122.384
299950,2,1.0,82,478,1.0,0,4,6,0,1941,0,98126,47.5311,-122.37299999999999
1028000,3,3.0,258,534,1.0,0,3,9,112,1953,2010,98199,47.6493,-122.413
364000,4,1.75,185,794,1.0,0,4,7,62,1957,0,98133,47.7496,-122.355
335000,3,1.0,127,687,1.0,0,5,7,0,1965,0,98133,47.7479,-122.34299999999999
535000,3,1.0,145,580,1.0,0,3,7,37,1925,0,98199,47.6505,-122.384
650000,2,2.5,160,230,2.0,0,3,8,49,1994,0,98112,47.622,-122.3
672000,3,2.25,104,409,1.5,0,4,8,0,1930,0,98117,47.6845,-122.375
606000,3,1.75,181,786,1.0,0,4,8,77,1950,0,98177,47.7213,-122.365
380000,3,2.5,169,643,1.0,0,3,7,51,1971,0,98133,47.7586,-122.34200000000001
360000,3,1.75,115,102,3.0,0,3,8,0,2010,0,98103,47.6958,-122.34299999999999
375000,4,1.5,132,665,1.5,0,3,7,0,1948,0,98125,47.7197,-122.32799999999999
635000,3,3.5,159,124,3.0,0,3,9,35,2009,0,98102,47.6224,-122.32600000000001
280000,2,1.0,81,529,1.0,0,3,6,0,1939,0,98126,47.5642,-122.37899999999999
332500,4,2.0,132,447,2.0,0,4,7,0,1972,0,98144,47.5717,-122.287
525000,2,1.5,149,133,2.0,0,3,9,50,2007,0,98144,47.5892,-122.309
335950,2,1.5,74,478,1.0,0,5,7,0,1951,0,98146,47.5119,-122.38600000000001
394475,2,1.0,76,368,1.0,0,3,6,0,1955,0,98117,47.6929,-122.37899999999999
848000,5,1.75,211,397,2.0,0,3,7,29,1928,0,98105,47.663999999999994,-122.31
675000,3,1.5,231,331,2.5,0,4,8,0,1907,0,98112,47.6195,-122.31299999999999
560000,4,1.5,167,552,1.0,0,3,8,42,1952,0,98136,47.5233,-122.38600000000001
670000,3,2.5,131,132,2.0,0,3,9,13,2003,0,98102,47.6265,-122.323
625000,3,1.5,113,282,1.0,0,3,7,29,1927,0,98103,47.667,-122.333
485000,4,1.75,296,680,1.0,0,4,8,111,1959,0,98177,47.7719,-122.361
241000,3,1.0,106,920,1.0,0,3,6,14,1951,0,98178,47.5075,-122.262
885000,4,2.75,251,328,1.5,0,3,8,109,1921,2007,98115,47.6737,-122.304
799200,6,3.0,266,218,2.5,0,3,7,55,1906,0,98102,47.6227,-122.323
270000,2,1.0,96,524,1.0,0,3,6,0,1922,0,98118,47.519,-122.26
550000,3,2.5,215,386,1.5,0,3,7,74,1906,0,98122,47.6033,-122.303
490000,4,3.0,214,322,2.0,0,3,9,38,2003,0,98108,47.553999999999995,-122.30799999999999
410000,6,2.75,232,858,1.0,0,4,7,110,1962,0,98155,47.7636,-122.294
670000,3,2.5,155,184,3.0,0,3,9,0,1909,1998,98105,47.6604,-122.29
751750,2,2.0,173,497,1.5,0,3,8,0,1902,0,98112,47.6238,-122.311
580000,4,2.5,198,460,2.0,0,3,8,0,2001,0,98115,47.6962,-122.314
580000,3,2.25,175,364,1.5,0,3,8,64,1905,0,98122,47.6122,-122.29799999999999
470000,4,2.5,183,2768,2.0,0,3,8,0,1998,0,98155,47.7678,-122.272
733000,3,1.75,160,282,1.0,0,5,8,73,1930,2014,98115,47.6816,-122.31
402000,4,1.75,139,844,1.0,0,5,7,0,1957,0,98133,47.7651,-122.339
295000,5,3.5,193,470,2.0,0,3,7,63,1999,0,98178,47.5108,-122.257
376000,3,2.25,135,841,2.0,0,3,7,0,1982,0,98133,47.7162,-122.34899999999999
212700,2,1.0,86,464,1.0,0,3,7,0,1926,0,98126,47.5375,-122.374
935000,3,2.5,328,1394,1.0,0,4,8,108,1981,0,98177,47.7475,-122.36399999999999
400000,3,1.5,174,569,1.0,0,3,7,74,1967,0,98118,47.5396,-122.26899999999999
455850,3,2.25,167,552,1.0,0,4,7,64,1964,0,98108,47.5684,-122.3
755000,3,2.5,184,179,3.0,0,3,8,0,2005,0,98109,47.6476,-122.35600000000001
505000,4,1.0,136,1166,1.5,0,4,7,0,1929,0,98133,47.763000000000005,-122.34200000000001
260000,2,1.0,64,442,1.0,0,3,7,0,1922,0,98122,47.6147,-122.3
430000,2,1.0,64,442,1.0,0,3,7,0,1922,0,98122,47.6147,-122.3
439500,4,1.0,125,506,1.5,0,3,7,0,1950,0,98115,47.6878,-122.285
380000,3,2.0,135,152,2.0,0,3,8,15,2003,0,98126,47.5653,-122.369
299900,2,1.0,75,566,1.0,0,3,7,0,1950,0,98133,47.7289,-122.34
494000,4,2.5,168,676,1.0,0,4,8,27,1973,0,98177,47.7741,-122.37299999999999
852000,4,2.5,241,674,2.0,0,3,8,0,1983,0,98118,47.5514,-122.26299999999999
582500,2,2.0,142,626,1.0,0,5,7,48,1942,0,98177,47.7044,-122.37200000000001
384000,3,2.5,142,144,2.0,0,3,7,22,1998,0,98144,47.586000000000006,-122.31299999999999
817000,3,1.5,213,309,1.5,0,3,8,48,1926,0,98119,47.6431,-122.359
445800,4,2.25,190,3629,1.0,0,3,8,55,1977,0,98155,47.7765,-122.27600000000001
263300,2,1.0,83,414,1.0,0,3,7,0,1951,0,98118,47.5273,-122.265
215000,3,1.0,79,610,1.0,0,3,6,0,1952,0,98133,47.7508,-122.339
842500,5,4.0,274,414,1.5,0,3,7,84,1921,0,98115,47.6736,-122.323
850000,5,4.0,274,414,1.5,0,3,7,84,1921,0,98115,47.6736,-122.323
280000,2,1.0,210,3450,2.0,0,3,7,0,1932,0,98136,47.525,-122.389
356000,3,1.0,86,218,1.0,0,3,6,0,1916,0,98107,47.6744,-122.383
690500,5,2.0,184,387,1.5,0,4,7,66,1908,0,98112,47.6283,-122.301
350000,4,2.25,212,423,1.5,0,4,7,88,1904,0,98144,47.5895,-122.311
480000,2,2.25,137,623,1.5,0,3,8,0,1926,0,98108,47.5577,-122.29700000000001
303000,2,1.5,92,99,2.0,0,3,7,15,2007,0,98144,47.5708,-122.288
800000,4,2.5,454,923,1.0,0,3,9,137,1953,0,98178,47.5095,-122.24700000000001
549000,2,2.0,182,552,1.5,0,5,7,70,1906,0,98103,47.6809,-122.351
345000,3,1.75,65,465,1.0,0,4,6,0,1950,0,98126,47.5194,-122.375
470000,3,1.75,211,1362,1.0,0,3,8,62,1965,0,98155,47.7735,-122.273
2903000,5,2.5,345,8435,2.0,1,3,10,0,1925,0,98118,47.5379,-122.264
473000,2,1.0,86,368,1.0,0,3,6,20,1942,0,98199,47.6488,-122.385
470000,3,1.0,134,757,1.0,0,3,6,53,1948,0,98125,47.7009,-122.301
565000,3,1.75,142,442,1.0,0,4,6,71,1925,0,98105,47.67,-122.28399999999999
695000,3,2.0,236,626,1.0,0,4,8,109,1952,0,98136,47.5506,-122.395
722500,4,3.5,239,469,2.0,0,3,8,72,2003,0,98117,47.6948,-122.395
775000,4,2.0,289,1000,1.0,0,3,7,110,1939,1969,98199,47.6656,-122.406
445000,4,2.75,213,1138,1.0,0,3,8,60,1968,0,98133,47.7373,-122.35
375000,5,1.75,205,696,1.0,0,3,7,92,1959,0,98178,47.5055,-122.26
940000,3,1.5,165,442,1.5,0,3,8,0,1912,0,98119,47.6332,-122.36200000000001
354500,3,1.0,106,1048,1.5,0,4,7,0,1950,0,98155,47.7435,-122.296
445000,3,1.75,103,368,1.0,0,4,7,23,1916,0,98107,47.6684,-122.368
595000,3,1.0,144,364,1.5,0,4,7,0,1907,0,98144,47.5936,-122.301
343566,2,1.0,101,386,1.0,0,3,7,0,1954,0,98136,47.5312,-122.39200000000001
550000,3,1.75,155,442,1.0,0,4,7,26,1960,0,98126,47.5535,-122.37700000000001
490000,2,1.0,169,304,1.5,0,4,6,65,1910,0,98107,47.6757,-122.36200000000001
950000,3,2.0,207,274,2.0,0,4,9,34,1905,0,98112,47.6289,-122.309
810000,4,1.75,184,367,1.0,0,4,7,92,1958,0,98116,47.5925,-122.391
313300,2,1.0,89,442,1.0,0,3,6,0,1911,1940,98116,47.5754,-122.414
360000,5,1.75,143,481,1.5,0,4,7,0,1941,0,98108,47.553999999999995,-122.306
1289000,5,3.5,295,374,2.0,0,3,10,85,1917,2003,98117,47.6801,-122.35700000000001
550000,3,2.25,156,136,3.0,0,3,8,0,2002,0,98103,47.6598,-122.34899999999999
362000,4,2.5,217,678,1.0,0,3,7,83,1985,0,98125,47.7201,-122.30799999999999
503500,3,2.5,167,161,2.0,0,3,7,42,1997,0,98199,47.6513,-122.38600000000001
775000,4,1.75,192,465,1.0,0,4,7,92,1916,0,98117,47.6802,-122.35799999999999
1339000,4,3.75,196,3191,1.5,1,3,9,0,1955,0,98136,47.5489,-122.398
417500,5,1.75,190,1004,1.0,0,4,7,64,1954,0,98177,47.7767,-122.365
442500,4,2.25,229,800,1.0,0,3,7,55,1976,0,98155,47.7397,-122.324
360000,4,2.0,159,506,1.0,0,5,7,66,1943,0,98106,47.5304,-122.353
405000,2,1.0,66,398,1.0,0,3,6,0,1942,0,98199,47.6604,-122.40100000000001
1925000,3,4.5,363,564,2.0,0,3,11,98,1998,0,98199,47.6413,-122.405
690000,3,2.5,120,474,1.5,0,4,7,0,1920,0,98117,47.6838,-122.36200000000001
250800,3,1.75,119,368,1.0,0,3,6,11,1943,0,98106,47.5309,-122.354
941000,4,1.75,213,352,1.5,0,5,8,46,1926,0,98105,47.6659,-122.32700000000001
3650000,6,4.75,504,1785,1.5,1,5,11,144,1936,0,98105,47.6515,-122.277
1015000,3,2.5,269,3176,1.0,0,4,9,103,1954,1983,98116,47.5799,-122.4
1240000,4,3.0,306,643,1.5,0,5,9,92,1928,0,98144,47.5886,-122.287
327000,2,1.0,98,897,1.0,0,3,7,0,1947,0,98155,47.7532,-122.318
439000,3,2.25,278,552,3.0,0,3,8,96,1994,0,98108,47.5249,-122.319
393000,2,1.0,76,460,1.0,0,4,7,0,1921,0,98103,47.6914,-122.352
450000,2,2.0,175,712,1.0,0,4,7,69,1923,0,98126,47.5227,-122.37200000000001
539000,3,2.5,200,294,1.5,0,5,7,82,1923,0,98103,47.6543,-122.34700000000001
442500,4,2.25,181,727,1.0,0,3,8,61,1960,0,98125,47.7249,-122.29799999999999
598200,5,3.75,274,426,3.0,0,3,8,0,1997,0,98118,47.5508,-122.26799999999999
750000,3,2.0,169,260,1.0,0,3,7,74,1920,0,98112,47.6428,-122.302
346100,3,2.5,129,187,2.0,0,3,7,0,2003,0,98136,47.5516,-122.382
498500,4,2.5,176,660,2.0,0,3,8,0,1993,0,98155,47.7615,-122.309
121800,2,1.0,86,771,1.0,0,3,5,0,1947,0,98146,47.5065,-122.36399999999999
805000,3,2.75,239,540,1.5,0,5,8,92,1929,0,98116,47.5773,-122.406
410000,4,2.25,190,670,1.0,0,3,8,77,1963,2013,98155,47.7435,-122.31700000000001
1337500,4,2.5,267,1939,2.0,0,3,11,0,1986,0,98199,47.6696,-122.416
269000,1,1.0,94,729,1.0,0,3,7,0,1947,1983,98106,47.5385,-122.355
330000,3,2.5,153,266,2.0,0,3,7,0,2001,0,98108,47.5434,-122.29299999999999
535000,4,2.5,206,637,1.0,0,5,8,79,1974,0,98146,47.5011,-122.375
580000,4,1.5,164,469,1.0,0,3,7,42,1953,0,98115,47.6944,-122.288
538900,5,3.0,280,608,2.0,0,3,9,0,2005,0,98106,47.548,-122.35600000000001
432000,3,2.25,135,145,2.0,0,3,8,35,2007,0,98136,47.5388,-122.387
300000,2,1.5,120,563,1.0,0,3,6,44,1945,0,98146,47.5088,-122.338
908800,3,3.0,315,720,2.0,0,4,8,91,1939,0,98144,47.5873,-122.29
500000,3,1.5,109,437,1.0,0,3,7,20,1940,0,98107,47.6726,-122.38600000000001
470000,5,1.5,201,393,1.5,0,4,7,77,1924,0,98117,47.6848,-122.389
284900,2,1.5,107,90,2.0,0,3,7,25,2006,0,98155,47.7675,-122.315
740000,3,2.5,202,276,2.0,0,3,9,62,2002,0,98109,47.6451,-122.35
425000,2,1.0,108,460,1.0,0,4,7,13,1920,0,98136,47.5449,-122.38799999999999
230000,3,1.0,103,690,1.0,0,3,7,0,1965,0,98146,47.5112,-122.359
675000,3,1.5,157,368,2.0,0,3,8,0,1926,0,98116,47.5714,-122.385
814000,4,2.5,261,811,1.0,0,5,8,131,1952,0,98118,47.5542,-122.265
460000,3,2.0,171,665,1.0,0,3,7,50,1985,0,98125,47.7165,-122.319
425000,3,1.75,195,551,1.0,0,3,7,98,1947,0,98125,47.7083,-122.30799999999999
354000,3,1.5,98,529,1.0,0,4,7,0,1981,0,98126,47.5512,-122.37100000000001
575575,3,1.75,139,267,1.0,0,3,7,48,1925,0,98103,47.6842,-122.34100000000001
340000,3,2.25,237,684,1.0,0,3,7,87,1963,0,98133,47.7446,-122.33200000000001
829900,4,3.5,353,368,2.0,0,3,8,110,2001,0,98105,47.6642,-122.291
371500,3,1.0,152,589,1.0,0,4,7,62,1954,0,98106,47.52,-122.365
367500,3,1.5,130,888,1.0,0,3,8,0,1961,0,98177,47.7608,-122.361
400000,3,2.0,124,664,1.0,0,3,7,0,1964,0,98177,47.7616,-122.365
941500,5,3.5,321,891,2.0,0,3,9,95,1980,0,98177,47.7757,-122.391
313000,2,1.5,80,69,2.0,0,3,8,6,2004,0,98103,47.6967,-122.34200000000001
735000,4,2.25,222,391,1.5,0,5,7,87,1929,0,98117,47.6849,-122.376
350000,3,1.0,142,902,1.0,0,4,7,0,1950,0,98155,47.7604,-122.329
358000,4,2.0,202,282,1.0,0,3,7,101,1908,2000,98118,47.565,-122.28399999999999
515000,2,2.5,122,115,3.0,0,3,8,0,2004,0,98105,47.6668,-122.285
455000,2,1.0,98,474,1.0,0,4,6,18,1908,0,98117,47.6853,-122.366
463000,2,1.0,115,520,2.0,0,4,7,0,1943,0,98126,47.5495,-122.37700000000001
523000,3,1.75,276,498,2.0,0,4,8,101,1963,0,98115,47.6962,-122.31200000000001
870000,5,4.0,313,460,2.0,0,3,8,99,1900,2013,98107,47.6655,-122.363
590000,2,1.0,141,593,1.0,0,4,7,0,1920,0,98117,47.6833,-122.398
535100,3,2.25,190,663,1.0,0,3,8,32,1973,0,98177,47.7735,-122.37100000000001
230000,3,1.0,115,810,1.0,0,3,7,0,1955,0,98146,47.497,-122.35700000000001
369950,3,1.75,151,447,1.0,0,3,8,40,1965,0,98125,47.7125,-122.32
650000,4,2.25,193,230,3.0,0,3,8,0,2001,0,98115,47.6726,-122.29799999999999
620000,3,1.75,155,2580,1.0,0,3,8,46,1948,0,98177,47.7648,-122.37
509990,3,2.0,132,447,2.0,0,2,6,0,1921,0,98118,47.5503,-122.285
468000,4,2.5,198,751,1.0,0,3,8,66,1957,0,98177,47.773,-122.37100000000001
235000,2,1.5,81,166,2.0,0,3,7,0,1999,0,98133,47.7064,-122.34200000000001
275000,3,1.0,110,718,1.0,0,4,7,0,1954,0,98126,47.5196,-122.37100000000001
458500,2,1.75,107,628,1.0,0,3,7,28,1941,0,98115,47.6937,-122.29799999999999
750000,3,1.75,206,973,2.0,0,5,8,63,1923,0,98115,47.6954,-122.292
640000,3,1.5,180,375,1.5,0,3,7,0,1915,0,98115,47.6768,-122.31
990000,4,2.5,224,582,2.0,0,4,8,38,1919,0,98109,47.6413,-122.354
480000,4,1.75,213,398,1.0,0,3,7,109,1910,0,98144,47.5755,-122.289
305000,3,2.5,116,149,3.0,0,3,8,0,2009,0,98133,47.7325,-122.34299999999999
703300,3,2.0,182,324,1.5,0,4,8,36,1932,0,98117,47.6847,-122.368
385000,4,3.25,165,226,2.0,0,4,7,63,2000,0,98106,47.534,-122.346
319000,3,2.0,151,850,1.0,0,5,7,53,1967,0,98118,47.5162,-122.274
345000,2,1.0,89,529,1.0,0,4,6,0,1932,0,98126,47.5518,-122.37
380000,3,2.5,148,164,3.0,0,3,7,0,2002,0,98115,47.6902,-122.306
299950,3,1.0,111,876,1.0,0,3,7,0,1955,0,98106,47.5274,-122.345
430000,2,1.0,91,442,1.0,0,3,7,0,1947,0,98117,47.6876,-122.395
333000,3,1.0,149,464,1.0,0,3,7,46,1964,0,98118,47.5263,-122.286
320000,2,1.5,102,110,3.0,0,3,8,0,2000,0,98103,47.6931,-122.34200000000001
1039000,4,1.0,314,460,2.0,0,5,8,112,1910,0,98144,47.5807,-122.291
415000,6,2.0,230,478,1.0,0,3,8,115,1966,0,98118,47.5517,-122.26799999999999
295000,3,1.0,92,765,1.0,0,5,6,0,1951,0,98155,47.7548,-122.316
969000,4,2.0,225,460,2.0,0,5,8,23,1919,0,98116,47.5619,-122.405
339888,4,1.75,132,565,1.0,0,5,6,66,1947,0,98106,47.5257,-122.35700000000001
1335000,5,2.25,386,534,2.5,0,4,9,119,1906,0,98112,47.6284,-122.31200000000001
396000,3,1.0,182,878,1.0,0,3,7,83,1949,0,98133,47.7551,-122.353
535000,6,1.75,226,552,1.0,0,4,7,113,1913,0,98115,47.6721,-122.323
425000,5,2.75,194,471,2.0,0,3,7,22,1947,1983,98106,47.5294,-122.35700000000001
408000,3,2.5,135,111,3.0,0,3,8,0,2006,0,98117,47.6998,-122.366
310000,1,0.75,48,265,1.0,0,4,6,0,1947,0,98117,47.6886,-122.37799999999999
2250000,3,3.0,372,662,1.5,0,4,9,64,1930,0,98112,47.6288,-122.28399999999999
700000,4,1.75,217,552,1.0,0,3,7,99,1955,0,98109,47.6465,-122.35700000000001
399950,3,1.0,158,820,1.0,0,4,7,0,1954,0,98155,47.7736,-122.296
212000,3,1.0,96,626,1.0,0,5,6,0,1951,0,98178,47.492,-122.22399999999999
390000,3,3.0,143,148,2.0,0,3,8,25,2001,0,98122,47.6042,-122.303
375000,3,2.5,179,632,2.0,0,3,8,0,1997,0,98155,47.7603,-122.307
599000,3,2.75,180,230,1.5,0,5,7,51,1926,0,98103,47.6744,-122.353
310000,2,1.0,71,750,1.0,0,4,6,0,1948,0,98155,47.7439,-122.301
385000,1,1.0,57,469,1.0,0,3,6,0,1954,0,98144,47.5699,-122.287
285000,4,2.0,195,632,1.0,0,3,7,98,1954,0,98133,47.7775,-122.337
599000,5,2.75,259,424,1.0,0,3,7,126,1967,0,98117,47.6886,-122.361
580000,3,2.0,188,442,1.0,0,4,7,94,1925,0,98126,47.5561,-122.37700000000001
270000,3,1.75,128,1003,1.0,0,3,6,49,1957,0,98106,47.5517,-122.36
457500,3,1.75,169,371,1.0,0,5,7,73,1925,0,98108,47.5549,-122.311
340000,2,1.75,173,663,1.0,0,3,7,86,1951,0,98115,47.6946,-122.32799999999999
657500,4,1.5,176,460,1.5,0,3,7,28,1912,0,98105,47.6597,-122.29
350000,4,3.0,311,1484,1.0,0,3,8,97,1959,0,98118,47.5501,-122.26100000000001
428000,4,2.5,179,515,1.0,0,5,7,76,1966,0,98118,47.5437,-122.291
1000000,4,2.75,284,1521,3.0,0,4,8,46,1919,1987,98116,47.5803,-122.40299999999999
508000,2,1.0,110,230,2.0,0,3,7,10,1927,0,98112,47.6304,-122.301
320000,2,1.0,127,535,1.0,0,3,7,0,1918,1976,98117,47.6875,-122.39200000000001
343000,2,1.5,96,784,1.0,0,5,6,0,1953,0,98155,47.7349,-122.295
772500,4,1.0,158,406,1.5,0,3,7,0,1928,0,98117,47.6791,-122.402
450000,3,1.5,214,1080,1.0,0,3,8,92,1954,0,98155,47.7481,-122.292
1437500,4,3.75,406,849,3.0,0,3,11,0,2001,0,98118,47.5427,-122.265
406100,3,2.25,130,123,3.0,0,3,8,0,2005,0,98103,47.6916,-122.34
685000,6,2.25,255,539,1.5,0,3,8,60,1921,0,98112,47.6466,-122.304
461000,4,1.0,116,782,1.5,0,5,7,0,1951,0,98177,47.7181,-122.37100000000001
550000,2,1.0,98,276,1.0,0,4,7,18,1926,0,98103,47.6828,-122.353
425000,4,2.0,137,488,1.0,0,3,7,35,1977,0,98144,47.5949,-122.296
435000,2,1.0,91,519,1.0,0,3,7,11,1947,0,98115,47.6802,-122.29799999999999
276000,2,1.0,66,368,1.0,0,3,6,0,1918,0,98106,47.5346,-122.353
266000,2,1.0,64,511,1.0,0,5,6,0,1949,0,98155,47.7492,-122.311
543000,3,1.5,157,769,2.0,0,3,7,0,1944,0,98136,47.5175,-122.39299999999999
495000,3,3.5,219,575,2.0,0,3,8,65,1997,0,98118,47.5137,-122.25200000000001
350000,3,1.75,185,566,2.0,0,5,7,0,1939,0,98178,47.4975,-122.23100000000001
900000,3,1.5,199,208,2.0,0,5,8,50,1917,0,98119,47.6321,-122.37100000000001
250000,3,1.0,86,558,1.0,0,4,6,0,1973,0,98118,47.5289,-122.28
225000,3,2.5,94,188,2.0,0,3,7,28,2004,0,98106,47.5294,-122.361
336000,3,3.0,165,1228,1.0,0,3,7,55,1988,0,98178,47.4958,-122.262
410500,3,1.0,106,626,1.0,0,3,7,0,1954,0,98133,47.727,-122.339
502700,4,3.5,249,1289,2.0,0,4,8,0,1968,0,98155,47.7601,-122.286
250000,3,1.0,153,704,1.5,0,3,7,29,1910,0,98118,47.5576,-122.277
570000,3,1.0,153,704,1.5,0,3,7,29,1910,0,98118,47.5576,-122.277
655000,3,1.75,166,469,1.0,0,3,7,58,1952,0,98199,47.6514,-122.40700000000001
355000,3,2.25,182,662,1.0,0,3,8,63,1964,0,98177,47.7625,-122.36
1030000,4,3.25,260,368,2.0,0,3,9,85,1912,2012,98144,47.5845,-122.291
710000,4,1.75,195,497,1.0,0,4,8,98,1941,0,98199,47.6501,-122.395
546000,2,1.0,89,313,1.0,0,3,7,0,1924,0,98109,47.6444,-122.35700000000001
540000,4,1.0,125,530,1.5,0,5,7,0,1951,0,98115,47.6827,-122.289
435000,3,2.5,135,276,1.0,0,3,7,50,1985,0,98115,47.6832,-122.286
284000,2,1.0,79,663,1.0,0,3,7,0,1918,0,98106,47.5361,-122.351
315000,3,1.75,175,651,1.0,0,3,7,71,1977,0,98155,47.7569,-122.32600000000001
417500,2,1.0,122,507,1.0,0,3,6,44,1910,0,98117,47.6901,-122.36200000000001
375000,3,2.5,122,98,3.0,0,3,8,0,2004,0,98117,47.6835,-122.387
389800,3,1.75,173,1180,1.0,0,3,7,0,1959,0,98155,47.7681,-122.305
280000,2,1.0,66,460,1.0,0,5,6,0,1951,0,98126,47.5195,-122.374
612000,3,3.0,160,340,1.0,0,3,7,0,1982,0,98122,47.6102,-122.309
591000,3,1.75,155,221,1.0,0,5,7,75,1922,0,98122,47.6155,-122.3
650000,3,1.5,195,777,1.0,0,3,7,98,1940,0,98199,47.6438,-122.40299999999999
499000,3,2.5,192,782,2.0,0,3,8,0,1951,1977,98177,47.7195,-122.37100000000001
649950,3,2.5,223,690,1.0,0,4,8,111,1944,0,98117,47.6949,-122.389
420000,3,1.75,139,585,1.0,0,4,7,0,1954,0,98133,47.7321,-122.353
375000,2,1.0,167,784,1.5,0,4,7,0,1943,0,98133,47.7275,-122.336
588000,5,3.0,201,451,2.0,0,5,7,64,1940,0,98117,47.6892,-122.38600000000001
1395000,5,3.5,369,783,2.0,0,5,9,107,1971,0,98105,47.6578,-122.286
640000,3,2.5,237,690,2.0,0,3,9,0,1991,0,98116,47.5577,-122.396
299000,4,2.0,213,1104,1.0,0,3,7,55,1943,2014,98108,47.5246,-122.325
447500,2,2.25,109,192,2.0,0,3,7,0,2004,0,98122,47.6032,-122.31
690000,3,2.0,163,166,3.0,0,3,8,0,1999,0,98122,47.6102,-122.314
355000,3,2.25,126,140,3.0,0,3,8,0,2005,0,98103,47.6982,-122.34700000000001
515000,2,1.5,129,460,1.0,0,4,7,23,1904,0,98107,47.6681,-122.36200000000001
303100,3,1.5,151,520,1.0,0,3,8,0,1952,0,98178,47.50899999999999,-122.251
221000,3,1.0,106,668,1.0,0,3,7,0,1959,0,98133,47.7344,-122.333
385000,3,1.75,144,547,1.0,0,4,6,72,1944,0,98125,47.718999999999994,-122.307
525000,2,1.0,92,455,1.0,0,3,7,18,1948,0,98116,47.5671,-122.39399999999999
